Ref	Paire	Cible	n	rating.response_mean	rating.response_raw	rating.response_std	rating.rt_mean	rating.rt_raw	rating.rt_std	order	numPs
h	h d	d	1	0.289999991655	0.28999999165535	0	0.722000002861	0.722000002861023	0	63	1
z	z f	f	1	0.77999997139	0.779999971389771	0	0.736999988556	0.736999988555908	0	20	1
l	l s	s	1	0.469999998808	0.469999998807907	0	0.603999972343	0.603999972343445	0	64	1
h	h u	u	1	0.310000002384	0.310000002384186	0	0.888000011444	0.888000011444092	0	35	1
y	y z	z	1	0.280000001192	0.280000001192093	0	0.819999992847	0.819999992847443	0	24	1
j	j c	c	1	0.25	0.25	0	0.621999979019	0.621999979019165	0	1	1
B	B C	C	1	0.52999997139	0.529999971389771	0	0.621999979019	0.621999979019165	0	27	1
r	r q	q	1	0.289999991655	0.28999999165535	0	0.820999979973	0.820999979972839	0	15	1
a	a k	k	1	0.699999988079	0.699999988079071	0	1.22099995613	1.22099995613098	0	32	1
A	A R	R	1	0.379999995232	0.379999995231628	0	1.13699996471	1.13699996471405	0	12	1
E	E L	L	1	0.680000007153	0.680000007152557	0	0.772000014782	0.772000014781952	0	66	1
A	A F	F	1	0.379999995232	0.379999995231628	0	0.455000013113	0.455000013113022	0	50	1
K	K J	J	1	0.20000000298	0.200000002980232	0	0.772000014782	0.772000014781952	0	37	1
a	a m	m	1	0.670000016689	0.670000016689301	0	0.787999987602	0.787999987602234	0	70	1
a	a j	j	1	0.25	0.25	0	0.587999999523	0.587999999523163	0	0	1
v	v y	y	1	0.230000004172	0.230000004172325	0	0.587999999523	0.587999999523163	0	44	1
B	B J	J	1	0.170000001788	0.170000001788139	0	1.25499999523	1.25499999523163	0	7	1
R	R P	P	1	0.159999996424	0.159999996423721	0	1.15400004387	1.15400004386902	0	4	1
K	K S	S	1	0.449999988079	0.449999988079071	0	0.620999991894	0.620999991893768	0	45	1
l	l o	o	1	0.639999985695	0.639999985694885	0	0.43900001049	0.439000010490417	0	52	1
K	K K	K	1	1	1	0	1.32099997997	1.32099997997284	0	57	1
Y	Y N	N	1	0.939999997616	0.939999997615814	0	0.855000019073	0.855000019073486	0	28	1
f	f t	t	1	0.189999997616	0.189999997615814	0	1.12199997902	1.12199997901917	0	19	1
A	A T	T	1	0.209999993443	0.209999993443489	0	1.35500001907	1.35500001907349	0	58	1
Z	Z H	H	1	0.379999995232	0.379999995231628	0	0.820999979973	0.820999979972839	0	6	1
d	d c	c	1	0.77999997139	0.779999971389771	0	0.90499997139	0.904999971389771	0	43	1
a	a g	g	1	0.600000023842	0.600000023841858	0	0.772000014782	0.772000014781952	0	21	1
b	b k	k	1	0.5	0.5	0	0.822000026703	0.822000026702881	0	5	1
M	M G	G	1	0.610000014305	0.610000014305115	0	0.472000002861	0.472000002861023	0	51	1
m	m h	h	1	0.419999986887	0.419999986886978	0	0.67199999094	0.671999990940094	0	33	1
G	G G	G	1	0.990000009537	0.990000009536743	0	1.33800005913	1.33800005912781	0	22	1
F	F P	P	1	0.490000009537	0.490000009536743	0	0.426999986172	0.426999986171722	0	67	1
M	M D	D	1	0.579999983311	0.579999983310699	0	0.620999991894	0.620999991893768	0	61	1
n	n e	e	1	0.460000008345	0.46000000834465	0	1.65499997139	1.65499997138977	0	17	1
N	N R	R	1	0.759999990463	0.759999990463257	0	0.987999975681	0.987999975681305	0	56	1
O	O P	P	1	0.660000026226	0.660000026226044	0	0.68900001049	0.689000010490417	0	46	1
t	t o	o	1	0.300000011921	0.300000011920929	0	0.455000013113	0.455000013113022	0	42	1
M	M F	F	1	0.800000011921	0.800000011920929	0	0.704999983311	0.704999983310699	0	23	1
u	u r	r	1	0.270000010729	0.270000010728836	0	0.42199999094	0.421999990940094	0	41	1
S	S L	L	1	0.389999985695	0.389999985694885	0	0.441000014544	0.441000014543533	0	30	1
N	N M	M	1	0.449999988079	0.449999988079071	0	0.771000027657	0.771000027656555	0	36	1
s	s u	u	1	0.600000023842	0.600000023841858	0	0.721000015736	0.721000015735626	0	55	1
m	m p	p	1	0.600000023842	0.600000023841858	0	0.855000019073	0.855000019073486	0	39	1
U	U N	N	1	0.52999997139	0.529999971389771	0	0.888000011444	0.888000011444092	0	10	1
E	E I	I	1	0.119999997318	0.119999997317791	0	0.555000007153	0.555000007152557	0	40	1
Y	Y I	I	1	0.560000002384	0.560000002384186	0	0.522000014782	0.522000014781952	0	59	1
r	r y	y	1	0.479999989271	0.479999989271164	0	0.538999974728	0.538999974727631	0	31	1
e	e j	j	1	0.239999994636	0.239999994635582	0	1.0720000267	1.07200002670288	0	13	1
j	j u	u	1	0.180000007153	0.180000007152557	0	0.954999983311	0.954999983310699	0	14	1
f	f o	o	1	0.600000023842	0.600000023841858	0	0.887000024319	0.887000024318695	0	68	1
I	I M	M	1	0.560000002384	0.560000002384186	0	0.704999983311	0.704999983310699	0	67	1
M	M L	L	1	0.5	0.5	0	0.787999987602	0.787999987602234	0	69	1
z	z l	l	1	0.34999999404	0.349999994039536	0	0.703999996185	0.703999996185303	0	33	1
Z	Z D	D	1	0.819999992847	0.819999992847443	0	0.855000019073	0.855000019073486	0	39	1
y	y u	u	1	0.230000004172	0.230000004172325	0	0.688000023365	0.688000023365021	0	11	1
r	r a	a	1	0.40000000596	0.400000005960464	0	0.538999974728	0.538999974727631	0	40	1
q	q u	u	1	0.600000023842	0.600000023841858	0	0.605000019073	0.605000019073486	0	41	1
B	B Z	Z	1	0.430000007153	0.430000007152557	0	0.602999985218	0.602999985218048	0	37	1
f	f q	q	1	0.689999997616	0.689999997615814	0	0.554000020027	0.554000020027161	0	2	1
z	z s	s	1	0.460000008345	0.46000000834465	0	0.488999992609	0.488999992609024	0	65	1
y	y r	r	1	0.119999997318	0.119999997317791	0	0.837999999523	0.837999999523163	0	8	1
U	U D	D	1	0.569999992847	0.569999992847443	0	0.737999975681	0.737999975681305	0	36	1
n	n t	t	1	0.469999998808	0.469999998807907	0	1.33800005913	1.33800005912781	0	50	1
v	v h	h	1	0.209999993443	0.209999993443489	0	1.65499997139	1.65499997138977	0	35	1
z	z n	n	1	0.419999986887	0.419999986886978	0	0.704999983311	0.704999983310699	0	48	1
z	z i	i	1	0.519999980927	0.519999980926514	0	0.754999995232	0.754999995231628	0	51	1
R	R K	K	1	0.509999990463	0.509999990463257	0	0.620999991894	0.620999991893768	0	4	1
P	P Q	Q	1	0.430000007153	0.430000007152557	0	0.972000002861	0.972000002861023	0	32	1
q	q f	f	1	0.879999995232	0.879999995231628	0	0.787999987602	0.787999987602234	0	24	1
j	j i	i	1	0.660000026226	0.660000026226044	0	0.954999983311	0.954999983310699	0	34	1
P	P U	U	1	0.300000011921	0.300000011920929	0	0.65499997139	0.654999971389771	0	6	1
C	C R	R	1	0.560000002384	0.560000002384186	0	0.987999975681	0.987999975681305	0	64	1
a	a s	s	1	0.490000009537	0.490000009536743	0	0.638000011444	0.638000011444092	0	47	1
g	g c	c	1	0.310000002384	0.310000002384186	0	0.587999999523	0.587999999523163	0	12	1
a	a b	b	1	0.259999990463	0.259999990463257	0	0.754999995232	0.754999995231628	0	28	1
f	f m	m	1	0.289999991655	0.28999999165535	0	0.637000024319	0.637000024318695	0	17	1
n	n k	k	1	0.289999991655	0.28999999165535	0	0.411000013351	0.41100001335144	0	22	1
J	J G	G	1	0.839999973774	0.839999973773956	0	0.856000006199	0.856000006198883	0	16	1
Z	Z Z	Z	1	1	1	0	1.38800001144	1.38800001144409	0	10	1
k	k n	n	1	0.280000001192	0.280000001192093	0	0.638000011444	0.638000011444092	0	1	1
q	q i	i	1	0.319999992847	0.319999992847443	0	0.671000003815	0.671000003814697	0	43	1
j	j q	q	1	0.769999980927	0.769999980926514	0	0.953999996185	0.953999996185303	0	57	1
A	A J	J	1	0.270000010729	0.270000010728836	0	0.722000002861	0.722000002861023	0	60	1
y	y c	c	1	0.490000009537	0.490000009536743	0	0.871999979019	0.871999979019165	0	62	1
l	l c	c	1	0.370000004768	0.370000004768372	0	0.554000020027	0.554000020027161	0	20	1
v	v a	a	1	0.639999985695	0.639999985694885	0	0.704999983311	0.704999983310699	0	21	1
F	F C	C	1	0.379999995232	0.379999995231628	0	0.721000015736	0.721000015735626	0	49	1
Y	Y F	F	1	0.589999973774	0.589999973773956	0	0.972000002861	0.972000002861023	0	54	1
P	P S	S	1	0.419999986887	0.419999986886978	0	0.754999995232	0.754999995231628	0	66	1
s	s l	l	1	0.34999999404	0.349999994039536	0	0.42199999094	0.421999990940094	0	25	1
P	P N	N	1	0.34999999404	0.349999994039536	0	0.754999995232	0.754999995231628	0	5	1
O	O M	M	1	0.419999986887	0.419999986886978	0	0.621999979019	0.621999979019165	0	44	1
k	k h	h	1	0.230000004172	0.230000004172325	0	0.504999995232	0.504999995231628	0	42	1
D	D L	L	1	0.519999980927	0.519999980926514	0	0.572000026703	0.572000026702881	0	53	1
N	N O	O	1	0.479999989271	0.479999989271164	0	0.572000026703	0.572000026702881	0	29	1
R	R D	D	1	0.589999973774	0.589999973773956	0	0.837999999523	0.837999999523163	0	13	1
S	S U	U	1	0.620000004768	0.620000004768372	0	1.02199995518	1.02199995517731	0	55	1
v	v d	d	1	0.280000001192	0.280000001192093	0	0.754999995232	0.754999995231628	0	71	1
p	p y	y	1	0.189999997616	0.189999997615814	0	0.722000002861	0.722000002861023	0	18	1
R	R E	E	1	0.319999992847	0.319999992847443	0	1.13900005817	1.13900005817413	0	59	1
c	c q	q	1	0.479999989271	0.479999989271164	0	0.987999975681	0.987999975681305	0	0	1
N	N Q	Q	1	0.310000002384	0.310000002384186	0	0.871999979019	0.871999979019165	0	46	1
q	q k	k	1	0.310000002384	0.310000002384186	0	0.504999995232	0.504999995231628	0	45	1
D	D U	U	1	0.439999997616	0.439999997615814	0	0.722000002861	0.722000002861023	0	31	1
V	V L	L	1	0.280000001192	0.280000001192093	0	0.537999987602	0.537999987602234	0	56	1
l	l t	t	1	0.360000014305	0.360000014305115	0	0.67199999094	0.671999990940094	0	52	1
J	J M	M	1	0.550000011921	0.550000011920929	0	0.537999987602	0.537999987602234	0	26	1
z	z d	d	1	0.340000003576	0.340000003576279	0	0.787000000477	0.787000000476837	0	14	1
s	s e	e	1	0.340000003576	0.340000003576279	0	0.605000019073	0.605000019073486	0	58	1
t	t y	y	1	0.209999993443	0.209999993443489	0	0.43900001049	0.439000010490417	0	9	1
j	j l	l	1	0.310000002384	0.310000002384186	0	0.555000007153	0.555000007152557	0	61	1
G	G J	J	1	0.730000019073	0.730000019073486	0	0.888000011444	0.888000011444092	0	23	1
T	T O	O	1	0.569999992847	0.569999992847443	0	0.888000011444	0.888000011444092	0	30	1
U	U A	A	1	0.40000000596	0.400000005960464	0	0.638000011444	0.638000011444092	0	68	1
O	O C	C	1	0.319999992847	0.319999992847443	0	0.669000029564	0.669000029563904	0	3	1
y	y v	v	1	0.310000002384	0.310000002384186	0	0.522000014782	0.522000014781952	0	70	1
j	j b	b	1	0.209999993443	0.209999993443489	0	0.704999983311	0.704999983310699	0	15	1
l	l y	y	1	0.370000004768	0.370000004768372	0	0.537999987602	0.537999987602234	0	7	1
n	n m	m	1	0.019999999553	0.0199999995529652	0	1.05499994755	1.05499994754791	0	38	1
T	T T	T	1	1	1	0	1.54200005531	1.54200005531311	0	27	1
Y	Y C	C	1	0.72000002861	0.720000028610229	0	1.20299994946	1.20299994945526	0	63	1
A	A E	E	1	0.25	0.25	0	0.504999995232	0.504999995231628	0	19	1
S	S S	S	1	1	1	0	1.8029999733	1.80299997329712	0	5	1
e	e u	u	1	0.490000009537	0.490000009536743	0	0.688000023365	0.688000023365021	0	61	1
N	N A	A	1	0.34999999404	0.349999994039536	0	0.90499997139	0.904999971389771	0	37	1
S	S G	G	1	0.620000004768	0.620000004768372	0	0.754000008106	0.754000008106232	0	41	1
p	p p	p	1	0.670000016689	0.670000016689301	0	1.20500004292	1.20500004291534	0	34	1
U	U Y	Y	1	0.649999976158	0.649999976158142	0	1.12199997902	1.12199997901917	0	6	1
K	K A	A	1	0.540000021458	0.540000021457672	0	0.954999983311	0.954999983310699	0	25	1
S	S I	I	1	0.430000007153	0.430000007152557	0	0.739000022411	0.739000022411346	0	44	1
Z	Z Q	Q	1	0.34999999404	0.349999994039536	0	0.588999986649	0.58899998664856	0	69	1
E	E D	D	1	0.379999995232	0.379999995231628	0	0.772000014782	0.772000014781952	0	42	1
R	R M	M	1	0.5	0.5	0	0.722000002861	0.722000002861023	0	43	1
a	a r	r	1	0.629999995232	0.629999995231628	0	1.48899996281	1.4889999628067	0	3	1
B	B I	I	1	0.449999988079	0.449999988079071	0	0.569999992847	0.569999992847443	0	66	1
n	n y	y	1	0.319999992847	0.319999992847443	0	0.522000014782	0.522000014781952	0	26	1
K	K O	O	1	0.230000004172	0.230000004172325	0	0.555000007153	0.555000007152557	0	30	1
p	p h	h	1	0.170000001788	0.170000001788139	0	0.704999983311	0.704999983310699	0	27	1
C	C V	V	1	0.610000014305	0.610000014305115	0	0.65499997139	0.654999971389771	0	71	1
V	V B	B	1	0.219999998808	0.219999998807907	0	0.588999986649	0.58899998664856	0	19	1
Q	Q H	H	1	0.230000004172	0.230000004172325	0	1.70500004292	1.70500004291534	0	70	1
D	D K	K	1	0.189999997616	0.189999997615814	0	0.605000019073	0.605000019073486	0	65	1
I	I A	A	1	0.469999998808	0.469999998807907	0	0.837999999523	0.837999999523163	0	35	1
S	S J	J	1	0.740000009537	0.740000009536743	0	1.17200005054	1.17200005054474	0	52	1
a	a a	a	1	1	1	0	1.28699994087	1.28699994087219	0	55	1
E	E N	N	1	0.289999991655	0.28999999165535	0	0.638000011444	0.638000011444092	0	40	1
y	y p	p	1	0.300000011921	0.300000011920929	0	0.721000015736	0.721000015735626	0	46	1
E	E J	J	1	0.34999999404	0.349999994039536	0	0.522000014782	0.522000014781952	0	15	1
H	H B	B	1	0.540000021458	0.540000021457672	0	0.822000026703	0.822000026702881	0	2	1
E	E P	P	1	0.610000014305	0.610000014305115	0	0.703999996185	0.703999996185303	0	21	1
F	F J	J	1	0.230000004172	0.230000004172325	0	0.95300000906	0.953000009059906	0	0	1
t	t v	v	1	0.310000002384	0.310000002384186	0	0.620999991894	0.620999991893768	0	48	1
j	j o	o	1	0.379999995232	0.379999995231628	0	0.587999999523	0.587999999523163	0	8	1
L	L F	F	1	0.140000000596	0.140000000596046	0	0.737999975681	0.737999975681305	0	32	1
J	J F	F	1	0.519999980927	0.519999980926514	0	0.855000019073	0.855000019073486	0	57	1
i	i f	f	1	0.379999995232	0.379999995231628	0	0.705999970436	0.705999970436096	0	11	1
h	h f	f	1	0.270000010729	0.270000010728836	0	0.837999999523	0.837999999523163	0	39	1
a	a e	e	1	0.610000014305	0.610000014305115	0	1.22099995613	1.22099995613098	0	13	1
h	h t	t	1	0.379999995232	0.379999995231628	0	0.555000007153	0.555000007152557	0	51	1
a	a d	d	1	0.219999998808	0.219999998807907	0	0.504999995232	0.504999995231628	0	31	1
L	L H	H	1	0.310000002384	0.310000002384186	0	0.587999999523	0.587999999523163	0	20	1
P	P Y	Y	1	0.230000004172	0.230000004172325	0	0.638000011444	0.638000011444092	0	68	1
F	F K	K	1	0.490000009537	0.490000009536743	0	0.65600001812	0.656000018119812	0	7	1
d	d f	f	1	0.340000003576	0.340000003576279	0	0.587999999523	0.587999999523163	0	22	1
D	D V	V	1	0.839999973774	0.839999973773956	0	0.853999972343	0.853999972343445	0	47	1
e	e i	i	1	0.439999997616	0.439999997615814	0	0.93900001049	0.939000010490417	0	58	1
Z	Z M	M	1	0.560000002384	0.560000002384186	0	0.888999998569	0.888999998569489	0	50	1
g	g g	g	1	1	1	0	1.17200005054	1.17200005054474	0	12	1
z	z e	e	1	0.509999990463	0.509999990463257	0	0.67199999094	0.671999990940094	0	10	1
T	T Z	Z	1	0.52999997139	0.529999971389771	0	1.18799996376	1.18799996376038	0	45	1
d	d g	g	1	0.449999988079	0.449999988079071	0	0.802999973297	0.802999973297119	0	38	1
o	o f	f	1	0.689999997616	0.689999997615814	0	0.90600001812	0.906000018119812	0	9	1
C	C E	E	1	0.430000007153	0.430000007152557	0	0.620000004768	0.620000004768372	0	54	1
f	f y	y	1	0.419999986887	0.419999986886978	0	0.837000012398	0.837000012397766	0	36	1
s	s b	b	1	0.330000013113	0.330000013113022	0	1.03900003433	1.03900003433228	0	23	1
c	c l	l	1	0.270000010729	0.270000010728836	0	0.555000007153	0.555000007152557	0	59	1
g	g o	o	1	0.660000026226	0.660000026226044	0	0.972000002861	0.972000002861023	0	49	1
m	m c	c	1	0.819999992847	0.819999992847443	0	0.537999987602	0.537999987602234	0	56	1
h	h i	i	1	0.280000001192	0.280000001192093	0	0.938000023365	0.938000023365021	0	29	1
H	H Q	Q	1	0.180000007153	0.180000007152557	0	0.621999979019	0.621999979019165	0	17	1
P	P A	A	1	0.170000001788	0.170000001788139	0	0.488000005484	0.488000005483627	0	18	1
N	N U	U	1	0.5	0.5	0	0.787000000477	0.787000000476837	0	24	1
u	u e	e	1	0.270000010729	0.270000010728836	0	0.671000003815	0.671000003814697	0	64	1
U	U P	P	1	0.280000001192	0.280000001192093	0	0.537000000477	0.537000000476837	0	1	1
V	V S	S	1	0.20000000298	0.200000002980232	0	0.555000007153	0.555000007152557	0	28	1
Q	Q V	V	1	0.660000026226	0.660000026226044	0	0.954999983311	0.954999983310699	0	53	1
l	l r	r	1	0.280000001192	0.280000001192093	0	0.688000023365	0.688000023365021	0	4	1
J	J O	O	1	0.330000013113	0.330000013113022	0	0.737999975681	0.737999975681305	0	62	1
T	T V	V	1	0.699999988079	0.699999988079071	0	0.954999983311	0.954999983310699	0	33	1
u	u c	c	1	0.310000002384	0.310000002384186	0	0.621999979019	0.621999979019165	0	67	1
B	B V	V	1	0.589999973774	0.589999973773956	0	0.986999988556	0.986999988555908	0	60	1
y	y h	h	1	0.25	0.25	0	1.0379999876	1.03799998760223	0	14	1
i	i o	o	1	0.280000001192	0.280000001192093	0	0.455000013113	0.455000013113022	0	16	1
d	d e	e	1	0.280000001192	0.280000001192093	0	0.455000013113	0.455000013113022	0	63	1
C	C S	S	1	0.72000002861	0.720000028610229	0	0.772000014782	0.772000014781952	0	6	1
B	B U	U	1	0.230000004172	0.230000004172325	0	0.537000000477	0.537000000476837	0	52	1
E	E S	S	1	0.300000011921	0.300000011920929	0	0.621999979019	0.621999979019165	0	55	1
R	R Y	Y	1	0.689999997616	0.689999997615814	0	0.888000011444	0.888000011444092	0	42	1
b	b s	s	1	0.289999991655	0.28999999165535	0	0.637000024319	0.637000024318695	0	68	1
Z	Z F	F	1	0.790000021458	0.790000021457672	0	0.822000026703	0.822000026702881	0	16	1
