num_item,item, tipoEstimulo, cod_tipoEstimulo, tipo_pal, frec, frec_ac, num_caract, estr, acierto,TR
8,CAMA,PAÑA,2,pseudopalabra,0,NA,NA,NA,NA
51,PAN,LAN,2,pseudopalabra,0,NA,NA,NA,NA
59,RANA,SAMA,2,pseudopalabra,0,NA,NA,NA,NA
59,RANA,RANA,1,palabra,1,0,MANO,1,2.63292176721
18,DEDO,LESO,2,pseudopalabra,0,NA,NA,NA,NA
69,SOPA,SOPA,1,palabra,1,1,SOPA,1,1.05692375623
29,LEÃƒâ€˜A,LIBA,2,pseudopalabra,0,NA,NA,NA,NA
78,VASO,FANO,2,pseudopalabra,0,NA,NA,NA,NA
36,MANO,PAMO,2,pseudopalabra,0,NA,NA,NA,NA
22,GATO,ZADO,2,pseudopalabra,0,NA,NA,NA,NA
71,TAXI,TAXI,1,palabra,0,0,NA,NA,NA
34,LUZ,LUZ,1,palabra,0,0,NA,NA,NA
37,MAPA,PAZA,2,pseudopalabra,0,NA,NA,NA,NA
11,CASA,CASA,1,palabra,0,0,NA,NA,NA
20,FOCA,GOSA,2,pseudopalabra,0,NA,NA,NA,NA
2,BAÑO,LAFO,2,pseudopalabra,0,NA,NA,NA,NA
32,LUNA,LUNA,1,palabra,1,1,LUNA,1,1.11924645061
64,ROPA,ROPA,1,palabra,1,1,ROPA,1,1.12542444804
60,RATA,GADA,2,pseudopalabra,0,NA,NA,NA,NA
17,DADO,LARO,2,pseudopalabra,0,NA,NA,NA,NA
37,MAPA,MAPA,1,palabra,0,0,NA,NA,NA
14,COPA,COPA,1,palabra,1,1,COPA,1,1.97086310102
71,TAXXI,TEXPI,2,pseudopalabra,0,NA,NA,NA,NA
73,TELA,BENA,2,pseudopalabra,0,NA,NA,NA,NA
46,OLA,OLA,1,palabra,0,0,NA,NA,NA
67,SAPO,SAPO,1,palabra,1,0,MESA,1,1.64115841445
6,BOTE,BOTE,1,palabra,1,1,BOTE,1,1.39979257854
72,TAZA,TAZA,1,palabra,0,0,NA,NA,NA
1,ARO,ARO,1,palabra,0,0,NA,NA,NA
5,BOTA,BOTA,1,palabra,0,0,NA,NA,NA
32,LUNA,FUSA,2,pseudopalabra,0,NA,NA,NA,NA
77,VACA,FADA,2,pseudopalabra,0,NA,NA,NA,NA
22,GATO,GATO,1,palabra,1,1,GATO,1,1.20335781922
49,PALA,PALA,1,palabra,1,0,GATO,0,0.792820202784
44,NUBE,NUBE,1,palabra,1,0,CINE,1,1.39583420373
7,CAJA,MAVA,2,pseudopalabra,0,NA,NA,NA,NA
1,ARO,EJO,2,pseudopalabra,0,NA,NA,NA,NA
57,RAMA,RAMA,1,palabra,0,0,NA,NA,NA
70,TAPA,TAPA,1,palabra,1,0,PELO,1,1.60929316959
66,SAL,SAL,1,palabra,0,0,NA,NA,NA
4,BOCA,LOGA,2,pseudopalabra,0,NA,NA,NA,NA
74,TORO,TORO,1,palabra,0,0,NA,NA,NA
67,SAPO,TAVO,2,pseudopalabra,0,NA,NA,NA,NA
50,PALO,PALO,1,palabra,0,0,NA,NA,NA
76,UVA,IMA,2,pseudopalabra,0,NA,NA,NA,NA
33,LUPA,LUPA,1,palabra,1,1,LUPA,1,1.39372844992
39,MESA,MESA,1,palabra,1,1,MESA,1,0.841322991751
16,CUNA,MUPA,2,pseudopalabra,0,NA,NA,NA,NA
56,PINO,PINO,1,palabra,1,0,REY,NA,NA
80,VINO,VINO,1,palabra,0,0,NA,NA,NA
62,REY,REY,1,palabra,1,1,REY,NA,NA
54,PEZ,PEZ,1,palabra,1,1,PEZ,NA,NA
42,NIDO,GEDO,2,pseudopalabra,0,NA,NA,NA,NA
53,PELO,MECO,2,pseudopalabra,0,NA,NA,NA,NA
42,NIDO,NIDO,1,palabra,1,0,MAGO,1,1.11244872832
30,LOBO,LOBO,1,palabra,0,0,NA,NA,NA
11,CASA,MABA,2,pseudopalabra,0,NA,NA,NA,NA
47,ORO,ORO,1,palabra,0,0,NA,NA,NA
35,MAGO,MAGO,1,palabra,1,1,MAGO,1,1.44932837881
43,NIÑO,NIÑO,1,palabra,0,0,NA,NA,NA
18,DEDO,DEDO,1,palabra,0,0,NA,NA,NA
4,BOCA,BOCA,1,palabra,1,1,BOCA,1,1.41474912407
64,ROPA,BOJA,2,pseudopalabra,0,NA,NA,NA,NA
46,OLA,EBA,2,pseudopalabra,0,NA,NA,NA,NA
36,MANO,MANO,1,palabra,1,1,MANO,1,1.76330155656
47,ORO,EPO,2,pseudopalabra,0,NA,NA,NA,NA
53,PELO,PELO,1,palabra,1,1,PELO,NA,NA
13,CINE,CEGE,2,pseudopalabra,0,NA,NA,NA,NA
9,CAPA,MAFA,2,pseudopalabra,0,NA,NA,NA,NA
40,MONO,COBO,2,pseudopalabra,0,NA,NA,NA,NA
40,MONO,MONO,1,palabra,0,0,NA,NA,NA
19,FILA,FILA,1,palabra,1,0,LUNA,1,1.50380436519
61,RAYO,BAYE,2,pseudopalabra,0,NA,NA,NA,NA
39,MESA,CEVA,2,pseudopalabra,0,NA,NA,NA,NA
23,GOMA,HONA,2,pseudopalabra,0,NA,NA,NA,NA
54,PEZ,SEZ,2,pseudopalabra,0,NA,NA,NA,NA
21,FOTO,FOTO,1,palabra,0,0,NA,NA,NA
9,CAPA,CAPA,1,palabra,0,0,NA,NA,NA
23,GOMA,GOMA,1,palabra,0,0,NA,NA,NA
78,VASO,VASO,1,palabra,0,0,NA,NA,NA
28,LATA,GACA,2,pseudopalabra,0,NA,NA,NA,NA
62,REY,VEY,2,pseudopalabra,0,NA,NA,NA,NA
60,RATA,RATA,1,palabra,1,0,SOL,1,1.09938330618
52,PATO,PATO,1,palabra,1,1,PATO,1,1.09497150413
41,MOTO,SOCO,2,pseudopalabra,0,NA,NA,NA,NA
77,VACA,VACA,1,palabra,0,0,NA,NA,NA
38,MAR,SAR,2,pseudopalabra,0,NA,NA,NA,NA
28,LATA,LATA,1,palabra,0,0,NA,NA,NA
48,OSO,EJO,2,pseudopalabra,0,NA,NA,NA,NA
43,NIÃƒâ€˜O,GIJO,2,pseudopalabra,0,NA,NA,NA,NA
70,TAPA,SAVA,2,pseudopalabra,0,NA,NA,NA,NA
20,FOCA,FOCA,1,palabra,0,0,NA,NA,NA
12,CENA,CIRA,2,pseudopalabra,0,NA,NA,NA,NA
48,OSO,OSO,1,palabra,0,0,NA,NA,NA
61,RAYO,RAYO,1,palabra,0,0,NA,NA,NA
17,DADO,DADO,1,palabra,1,0,BOCA,1,1.15481693745
14,COPA,POBA,2,pseudopalabra,0,NA,NA,NA,NA
10,CARA,RAPA,2,pseudopalabra,0,NA,NA,NA,NA
10,CARA,CARA,1,palabra,1,0,SOPA,1,1.05583258172
35,MAGO,CADO,2,pseudopalabra,0,NA,NA,NA,NA
74,TORO,BODO,2,pseudopalabra,0,NA,NA,NA,NA
6,BOTE,LOME,2,pseudopalabra,0,NA,NA,NA,NA
