num_item,base,item,cond_target,bloque,cond_bloque,acierto,TR
63,ROCA,ROCA,0,falsefont,3,1,NA
2,BAÑO,BANO,0,falsefont,3,1,NA
34,LUZ,LUZ,0,falsefont,3,1,NA
46,OLA,OLA,0,falsefont,3,1,NA
46,OLA,OLA,1,falsefont,3,1,0.961159266423
66,SAL,SAL,0,falsefont,3,1,NA
29,LEÑA,LENA,0,falsefont,3,1,NA
68,SOL,SOL,0,falsefont,3,1,NA
43,NIÑO,NINO,0,falsefont,3,1,NA
43,NIÑO,NINO,1,falsefont,3,0,NA
28,LATA,LATA,0,falsefont,3,1,NA
36,MANO,MANO,0,falsefont,3,1,NA
8,CAMA,CAMA,0,falsefont,3,1,NA
11,CASA,CASA,0,falsefont,3,0,1.04899553782
61,RAYO,RAYO,0,falsefont,3,1,NA
12,CENA,CENA,0,falsefont,3,1,NA
12,CENA,CENA,1,falsefont,3,1,0.74872757747
15,CUBO,CUBO,0,falsefont,3,1,NA
15,CUBO,CUBO,1,falsefont,3,1,0.791220714621
56,PINO,PINO,0,falsefont,3,1,NA
56,PINO,PINO,1,falsefont,3,0,NA
72,TAZA,TAZA,0,falsefont,3,1,NA
18,DEDO,DEDO,0,falsefont,3,1,NA
3,BESO,BESO,0,falsefont,3,1,NA
74,TORO,TORO,0,falsefont,3,1,NA
74,TORO,TORO,1,falsefont,3,1,0.906913065668
35,MAGO,MAGO,0,falsefont,3,1,NA
37,MAPA,MAPA,0,falsefont,3,0,0.523352936792
47,ORO,ORO,0,falsefont,3,1,NA
67,SAPO,SAPO,0,falsefont,3,1,NA
67,SAPO,SAPO,1,falsefont,3,0,NA
55,PILA,PILA,0,falsefont,3,1,NA
24,GOTA,GOTA,0,falsefont,3,1,NA
24,GOTA,GOTA,1,falsefont,3,1,0.574826554862
62,REY,REY,0,falsefont,3,1,NA
5,BOTA,BOTA,0,falsefont,3,1,NA
71,TAXI,TAXI,0,falsefont,3,1,NA
41,MOTO,MOTO,0,falsefont,3,1,NA
54,PEZ,PEZ,0,falsefont,3,1,NA
17,DADO,DADO,0,falsefont,3,1,NA
21,FOTO,FOTO,0,falsefont,3,1,NA
59,RANA,RANA,0,falsefont,3,1,NA
59,RANA,RANA,1,falsefont,3,1,0.641259995265
25,HUMO,HUMO,0,falsefont,3,1,NA
25,HUMO,HUMO,1,falsefont,3,1,0.531816502458
51,PAN,PAN,0,falsefont,3,1,NA
49,PALA,PALA,0,falsefont,3,0,1.22214043875
13,CINE,CINE,0,falsefont,3,0,1.01770823861
14,COPA,COPA,0,falsefont,3,1,NA
65,ROSA,ROSA,0,falsefont,3,1,NA
1,ARO,ARO,0,falsefont,3,1,NA
78,VASO,VASO,0,falsefont,3,1,NA
32,LUNA,LUNA,0,falsefont,3,1,NA
44,NUBE,NUBE,0,falsefont,3,1,NA
77,VACA,VACA,0,falsefont,3,1,NA
48,OSO,OSO,0,falsefont,3,1,NA
48,OSO,OSO,1,falsefont,3,1,0.626619660966
40,MONO,MONO,0,falsefont,3,1,NA
38,MAR,MAR,0,falsefont,3,0,0.61611587749
70,TAPA,TAPA,0,falsefont,3,1,NA
52,PATO,PATO,0,falsefont,3,1,NA
52,PATO,PATO,1,falsefont,3,1,0.684780818921
45,OJO,OJO,0,falsefont,3,1,NA
33,LUPA,LUPA,0,falsefont,3,1,NA
53,PELO,PELO,0,falsefont,3,0,0.98281686864
53,PELO,PELO,1,falsefont,3,1,0.954931707384
73,TELA,TELA,0,falsefont,3,1,NA
73,TELA,TELA,1,falsefont,3,1,0.647760347931
27,LANA,LANA,0,falsefont,3,1,NA
76,UVA,UVA,0,falsefont,3,1,NA
76,UVA,UVA,1,falsefont,3,1,1.01979719883
19,FILA,FILA,0,falsefont,3,1,NA
19,FILA,FILA,1,falsefont,3,1,0.612667454738
9,CAPA,CAPA,0,falsefont,3,1,NA
22,GATO,GATO,0,falsefont,3,1,NA
22,GATO,GATO,1,falsefont,3,1,0.765951259234
75,UÑA,UNA,0,falsefont,3,1,NA
16,CUNA,CUNA,0,falsefont,3,1,NA
30,LOBO,LOBO,0,falsefont,3,1,NA
30,LOBO,LOBO,1,falsefont,3,1,0.642404417782
64,ROPA,ROPA,0,falsefont,3,1,NA
23,GOMA,GOMA,0,falsefont,3,1,NA
79,VELA,VELA,0,falsefont,3,1,NA
79,VELA,VELA,1,falsefont,3,1,0.892303860972
31,LORO,LORO,0,falsefont,3,1,NA
80,VINO,VINO,0,falsefont,3,1,NA
80,VINO,VINO,1,falsefont,3,0,NA
50,PALO,PALO,0,falsefont,3,1,NA
4,BOCA,BOCA,0,falsefont,3,1,NA
6,BOTE,BOTE,0,falsefont,3,0,1.01963131081
39,MESA,MESA,0,falsefont,3,1,NA
60,RATA,RATA,0,falsefont,3,1,NA
7,CAJA,CAJA,0,falsefont,3,1,NA
57,RAMA,RAMA,0,falsefont,3,0,0.8691417978
42,NIDO,NIDO,0,falsefont,3,1,NA
10,CARA,CARA,0,falsefont,3,1,NA
69,SOPA,SOPA,0,falsefont,3,1,NA
58,RAMO,RAMO,0,falsefont,3,1,NA
26,LAGO,LAGO,0,falsefont,3,1,NA
20,FOCA,FOCA,0,falsefont,3,1,NA
