num_item,item,cond_target, bloque, tr,respuesta,acierto
9,ROSA,0,palabra,1,S,123,93,4,cvcv,1,NA
24,RANA,0,palabra,1,S,86,10,4,cvcv,0,3.56639061688
73,RED,0,palabra,1,S,23,98,3,cvc,0,8.98419559298
16,PAN,0,palabra,1,S,105,138,3,cvc,0,10.1647225155
43,RAMA,0,palabra,1,S,54,50,4,cvcv,0,12.8325423834
34,LUPA,0,palabra,1,S,60,7,4,cvcv,0,17.9149866196
21,LOBO,0,palabra,1,S,94,47,4,cvcv,1,NA
37,PALA,0,palabra,1,S,57,11,4,cvcv,1,NA
48,LAGO,0,palabra,1,S,47,41,4,cvcv,1,NA
27,CARA,0,palabra,1,S,75,630,4,cvcv,0,30.4501948122
35,CUNA,0,palabra,1,S,58,29,4,cvcv,1,NA
51,ALA,0,palabra,1,S,44,36,3,vcv,1,NA
42,VELA,0,palabra,1,S,56,54,4,cvcv,0,39.5658373352
39,MAPA,0,palabra,1,S,56,50,4,cvcv,0,43.4331439283
5,MAR,0,palabra,1,S,173,443,3,cvc,0,46.2665036282
33,CAJA,0,palabra,1,S,62,120,4,cvcv,1,NA
30,TAXI,0,palabra,1,S,71,49,4,cvcv,0,52.2834442436
