num_item,base,item,cond_target,bloque,cond_bloque,acierto,TR
34,LUZ,LUZ,0,palabra,1,1,NA
50,PALO,PALO,0,palabra,1,1,NA
49,PALA,PALA,0,palabra,1,1,NA
52,PATO,PATO,0,palabra,1,1,NA
11,CASA,CASA,0,palabra,1,1,NA
62,REY,REY,0,palabra,1,1,NA
61,RAYO,RAYO,0,palabra,1,1,NA
13,CINE,CINE,0,palabra,1,1,NA
80,VINO,VINO,0,palabra,1,1,NA
37,MAPA,MAPA,0,palabra,1,1,NA
37,MAPA,MAPA,1,palabra,1,0,NA
69,SOPA,SOPA,0,palabra,1,1,NA
69,SOPA,SOPA,1,palabra,1,0,NA
19,FILA,FILA,0,palabra,1,1,NA
56,PINO,PINO,0,palabra,1,1,NA
8,CAMA,CAMA,0,palabra,1,1,NA
59,RANA,RANA,0,palabra,1,1,NA
22,GATO,GATO,0,palabra,1,1,NA
48,OSO,OSO,0,palabra,1,1,NA
48,OSO,OSO,1,palabra,1,0,NA
20,FOCA,FOCA,0,palabra,1,1,NA
67,SAPO,SAPO,0,palabra,1,1,NA
16,CUNA,CUNA,0,palabra,1,1,NA
76,UVA,UVA,0,palabra,1,1,NA
76,UVA,UVA,1,palabra,1,0,NA
6,BOTE,BOTE,0,palabra,1,1,NA
6,BOTE,BOTE,1,palabra,1,0,NA
60,RATA,RATA,0,palabra,1,1,NA
63,ROCA,ROCA,0,palabra,1,1,NA
63,ROCA,ROCA,1,palabra,1,0,NA
