num_item,item,cond_target, bloque, tr,respuesta,acierto
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
73,RED,0,palabra,1,S,23,98,3,cvc,1,NA
